"cycle","state","modeldate","candidate_name","startdate","enddate","pollster","samplesize","population","weight","influence","pct","house_adjusted_pct","trend_and_house_adjusted_pct","tracking","poll_id","question_id"
2020,"PA",44138,"josephrbidenjr","44095",44100,"abcnewsthewashingtonpost",568,"lv",1.245238,0,54,53.25167,53.8772,NA,70024,130435
2020,"NC",44138,"josephrbidenjr","44116",44121,"abcnewsthewashingtonpost",646,"lv",1.407856,0.4391763,49.5,49.22849,49.18126,NA,71441,133793
2020,"PA",44138,"josephrbidenjr","44069",44075,"algresearch",500,"lv",0.6473723,0,50,49.87816,51.00852,NA,70092,130584
2020,"NC",44138,"josephrbidenjr","44096",44102,"algresearch",822,"v",0.6241342,0,50,48.70365,49.34225,NA,70106,130600
2020,"PA",44138,"josephrbidenjr","44104",44112,"baldwinwallaceuniversity",1140,"lv",0.791219,0.1186829,49.6,50.42418,99,NA,70721,132290
2020,"PA",44138,"josephrbidenjr","44082",44096,"baldwinwallaceuniversity",1012,"lv",0.7620288,0,47.3,48.12308,49.02236,NA,69702,129962
2020,"PA",44138,"josephrbidenjr","44071",44082,"benensonstrategygroupgsstrategygroup",1600,"lv",2.26868,0,49,49.23656,50.30337,NA,68581,128408
2020,"NC",44138,"josephrbidenjr","44071",44082,"benensonstrategygroupgsstrategygroup",1600,"lv",2.26868,0,48,47.91197,49.01786,NA,68576,128402
2020,"NC",44138,"josephrbidenjr","44034",44036,"cardinalpointanalyticscardinalgps",735,"lv",0.7352689,0,46.8,47.41267,48.60242,NA,67834,126975
2020,"NC",44138,"josephrbidenjr","44025",44027,"cardinalpointanalyticscardinalgps",547,"lv",0.5816114,0,47.7,48.31337,49.52461,NA,67586,126453
2020,"PA",44138,"josephrbidenjr","44120",44123,"changeresearch",574,"lv",0.5338545,0.2114914,49,49.48966,49.41466,NA,71523,133961
2020,"PA",44138,"josephrbidenjr","44106",44108,"changeresearch",468,"lv",0.547435,0.0533378,50,50.48972,50.62025,NA,70608,132013
2020,"PA",44138,"josephrbidenjr","44092",44094,"changeresearch",579,"lv",0.5571989,0,49,49.48966,50.28988,NA,69685,129907
2020,"PA",44138,"josephrbidenjr","44078",44080,"changeresearch",829,"lv",0.7047589,0,50,50.48972,51.55084,NA,68537,128312
2020,"PA",44138,"josephrbidenjr","44064",44066,"changeresearch",984,"lv",0.8284237,0,49,49.48966,50.62167,NA,68208,127745
2020,"PA",44138,"josephrbidenjr","44050",44052,"changeresearch",456,"lv",0.5331308,0,48,48.48935,49.51677,NA,68015,127366
2020,"PA",44138,"josephrbidenjr","44036",44038,"changeresearch",382,"lv",0.4084386,0,48,48.48935,49.68142,NA,67812,126906
2020,"PA",44138,"josephrbidenjr","44022",44024,"changeresearch",743,"lv",0.6155448,0,50,50.48972,51.77295,NA,67091,125354
2020,"NC",44138,"josephrbidenjr","44120",44123,"changeresearch",521,"lv",0.5323088,0.1919713,50,49.92628,49.85628,NA,71522,133960
2020,"NC",44138,"josephrbidenjr","44106",44108,"changeresearch",396,"lv",0.4976829,0.0064367,49,48.9263,49.05155,NA,70607,132012
2020,"NC",44138,"josephrbidenjr","44092",44094,"changeresearch",579,"lv",0.5966712,0,48,47.92636,48.77554,NA,69684,129906
2020,"NC",44138,"josephrbidenjr","44078",44080,"changeresearch",442,"lv",0.5026088,0,49,48.9263,50.028,NA,68536,128311
2020,"NC",44138,"josephrbidenjr","44064",44066,"changeresearch",560,"lv",0.6481425,0,48,47.92636,49.05305,NA,68207,127744
2020,"NC",44138,"josephrbidenjr","44050",44052,"changeresearch",491,"lv",0.5680547,0,47,46.92645,47.9892,NA,68014,127365
2020,"NC",44138,"josephrbidenjr","44036",44038,"changeresearch",284,"lv",0.3340968,0,49,48.9263,50.09818,NA,67811,126905
2020,"NC",44138,"josephrbidenjr","44022",44024,"changeresearch",655,"lv",0.6103566,0,47,46.92645,48.11309,NA,67090,125353
2020,"NC",44138,"josephrbidenjr","44008",44010,"changeresearch",468,"lv",0.4795664,0,51,50.9263,51.97267,NA,66959,125032
2020,"PA",44138,"josephrbidenjr","44121",44124,"citizendata",1000,"lv",0.8386342,0.3767777,43.99,45.70989,45.65656,NA,72185,135395
2020,"NC",44138,"josephrbidenjr","44121",44124,"citizendata",1000,"lv",0.8386342,0.3464956,50.15,49.93648,49.888,NA,72183,135393
2020,"PA",44138,"josephrbidenjr","44127",44130,"civiqs",1145,"lv",0.8875721,0.6865926,52,50.96398,50.92224,NA,72039,135049
2020,"PA",44138,"josephrbidenjr","43888",43893,"civiqs",2462,"a",0.9992957,0,46,46.68612,48.88914,NA,71656,134242
2020,"PA",44138,"josephrbidenjr","43904",43908,"civiqs",1589,"a",0.7600638,0,46,46.68612,49.02021,NA,71655,134241
2020,"PA",44138,"josephrbidenjr","43925",43929,"civiqs",1912,"a",0.9893469,0,47,47.68723,50.31694,NA,71654,134240
2020,"PA",44138,"josephrbidenjr","43981",43984,"civiqs",2045,"a",0.8522091,0,49,49.68839,51.34432,NA,71653,134239
2020,"PA",44138,"josephrbidenjr","43988",43993,"civiqs",1221,"a",0.5665522,0,49,49.68839,51.02766,NA,71652,134238
2020,"PA",44138,"josephrbidenjr","44121",44125,"civiqs",1577,"a",0.6416456,0.2702048,52,52.6875,52.60624,NA,71651,134237
2020,"PA",44138,"josephrbidenjr","44112",44115,"civiqs",600,"lv",0.4137503,0.1009629,52,50.48113,50.44353,NA,71104,133107
2020,"PA",44138,"josephrbidenjr","44085",44089,"civiqs",549,"rv",0.5378139,0,52,51.36915,52.31794,NA,69537,129546
2020,"PA",44138,"josephrbidenjr","44056",44060,"civiqs",617,"rv",0.5686046,0,51,50.36877,51.33498,NA,68148,127645
2020,"NC",44138,"josephrbidenjr","44115",NA,"civiqs",1211,"lv",1.037819,0.2824152,51,50.05919,50.01477,NA,71070,133032
2020,"PA",44138,"josephrbidenjr","44082",44085,"climatenexus",659,"rv",0.6591295,0,48,49.10949,50.1032,NA,69559,129592
2020,"PA",44138,"josephrbidenjr","44089",44091,"cpec",820,"lv",0.6651533,0,50.3,50.25144,51.13179,NA,69704,129973
2020,"NC",44138,"josephrbidenjr","44119",44122,"dataforprogress",929,"lv",0.6487843,0.2074012,48,47.006,46.95403,NA,71752,134442
2020,"NC",44138,"josephrbidenjr","44104",44109,"dataforprogress",1285,"lv",0.8660193,0.0112307,51,50.00449,50.14535,NA,70657,132125
2020,"NC",44138,"josephrbidenjr","44036",44045,"dataforprogress",1170,"lv",1.227438,0,47.5,47.13413,48.28976,NA,67937,127192
2020,"NC",44138,"josephrbidenjr","44131",44132,"eastcarolinauniversity",1103,"lv",1.042639,0.939135,50.32,50.39392,50.39997,NA,72332,135709
2020,"NC",44138,"josephrbidenjr","44119",44122,"eastcarolinauniversity",1155,"lv",0.9392156,0.3056913,50.6,50.67391,50.6295,NA,71452,133822
2020,"NC",44138,"josephrbidenjr","44106",44108,"eastcarolinauniversity",1232,"lv",1.098552,0.0142136,50.4,50.47392,50.62245,NA,70614,132028
2020,"NC",44138,"josephrbidenjr","44072",44073,"eastcarolinauniversity",1101,"lv",1.125847,0,46.6,46.67371,47.85116,NA,68307,127932
2020,"NC",44138,"josephrbidenjr","44055",44056,"eastcarolinauniversity",1255,"rv",1.121653,0,46.5,47.4599,48.47969,NA,68076,127504
2020,"NC",44138,"josephrbidenjr","44004",44007,"eastcarolinauniversity",1149,"rv",1.077109,0,45.1,46.05733,47.10093,NA,66953,125022
2020,"PA",44138,"josephrbidenjr","44108",44109,"emersoncollege",688,"lv",99,0.1640431,50.8,49.94432,50.0448,NA,70620,132039
2020,"PA",44138,"josephrbidenjr","44051",44053,"emersoncollege",843,"lv",1.436415,0,53.31,52.4561,53.4774,NA,68007,127354
2020,"NC",44138,"josephrbidenjr","44117",NA,"emersoncollege",721,"lv",1.202496,0.3440265,49.2,48.7036,48.64693,NA,71161,133223
2020,"NC",44138,"josephrbidenjr","44090",44092,"emersoncollege",717,"lv",1.27042,NA,50.81,50.31351,51.2321,NA,69570,129616
2020,"NC",44138,"josephrbidenjr","44051",44053,"emersoncollege",673,"lv",1.209291,0,49.41,48.91355,49.97494,NA,68006,127353
2020,"PA",44138,"josephrbidenjr","44121",44124,"foxnewsbeaconresearchshawcoresearch",1045,"lv",1.7732,0.796655,50,49.68164,49.60559,NA,71627,134185
2020,"PA",44138,"josephrbidenjr","44094",44097,"foxnewsbeaconresearchshawcoresearch",856,"lv",1.524044,0,51,50.6817,51.38206,NA,69962,130284
2020,"PA",44138,"josephrbidenjr","44030",44032,"foxnewsbeaconresearchshawcoresearch",793,"rv",1.283909,0,50,50.56985,51.82428,NA,67647,126563
2020,"NC",44138,"josephrbidenjr","44072",44075,"foxnewsbeaconresearchshawcoresearch",722,"lv",1.331984,0,50,50.00501,51.18423,NA,68339,128019
2020,"NC",44138,"josephrbidenjr","44002",44005,"foxnewsbeaconresearchshawcoresearch",1012,"rv",1.557636,0,47,47.89174,48.94084,NA,66918,124955
2020,"PA",44138,"josephrbidenjr","44123",44129,"franklinmarshallcollege",558,"lv",0.8776745,0.5393246,50,50.0958,50.03267,NA,72172,135367
2020,"PA",44138,"josephrbidenjr","44088",44094,"franklinmarshallcollege",480,"lv",0.7896083,0,48,48.09571,48.95696,NA,69708,129978
2020,"PA",44138,"josephrbidenjr","44060",44066,"franklinmarshallcollege",681,"rv",0.9141793,0,49,49.98394,51.0765,NA,68221,127781
2020,"PA",44138,"josephrbidenjr","44032",44038,"franklinmarshallcollege",667,"rv",0.90144,0,50,50.98394,52.20291,NA,67836,126979
2020,"PA",44138,"josephrbidenjr","44091",44093,"garinhartyangresearchgroup",400,"lv",0.565323,0,53,51.22491,52.05267,NA,69984,130329
2020,"NC",44138,"josephrbidenjr","44098",44101,"garinhartyangresearchgroup",400,"lv",0.565323,0,49,47.71228,48.32658,NA,70133,130664
2020,"NC",44138,"josephrbidenjr","43934",43937,"gbao",500,"lv",0.8061572,0,48,47.87635,49.98863,NA,67053,125282
2020,"PA",44138,"josephrbidenjr","44056",44062,"globalstrategygroup",801,"rv",0.5862823,0,51.5,50.68467,51.70432,NA,68264,127876
2020,"PA",44138,"josephrbidenjr","44063",44067,"gqrresearchgqrr",500,"lv",0.7012613,0,52,50.22805,51.35049,NA,68259,127869
2020,"PA",44138,"josephrbidenjr","44127",44127,"gravismarketing",602,"lv",0.7624036,0.5524664,51,51.23043,51.19273,NA,71824,134618
2020,"PA",44138,"josephrbidenjr","44034",44036,"gravismarketing",1006,"lv",0.9798656,0,48,48.2303,49.45415,NA,67659,126662
2020,"NC",44138,"josephrbidenjr","44130",44131,"gravismarketing",614,"lv",0.7707279,0.6702192,49,49.5144,49.51551,NA,72153,135302
2020,"NC",44138,"josephrbidenjr","44126",44129,"harperpolling",504,"lv",0.8616698,0.5807495,47,48.61436,48.53727,NA,72139,135268
2020,"NC",44138,"josephrbidenjr","44091",44094,"harperpolling",612,"lv",0.9923094,0,44,45.60521,46.42874,NA,69650,129955
2020,"NC",44138,"josephrbidenjr","44049",44053,"harperpolling",600,"lv",0.9784637,0,45,46.60909,47.6485,NA,68051,127443
2020,"PA",44138,"josephrbidenjr","44116",44119,"harrisinsightsanalytics",992,"lv",0.8644356,0.2780062,51,51.1684,51.11764,NA,71179,133261
2020,"PA",44138,"josephrbidenjr","44130",44133,"harrisinsightsanalytics",901,"lv",0.8972869,0.77323,51,51.1684,51.16853,NA,72237,135523
2020,"NC",44138,"josephrbidenjr","44035",44043,"hitstrategies",400,"rv",0.4186061,0,47,46.58477,47.74956,NA,67983,127298
2020,"PA",44138,"josephrbidenjr","44069",44074,"hodasassociates",600,"lv",0.7015365,0,51.12,51.61408,52.70861,NA,68484,128205
2020,"PA",44138,"josephrbidenjr","44029",44034,"hodasassociates",600,"lv",0.7015365,0,50.83,51.32417,52.52066,NA,67907,127130
2020,"PA",44138,"josephrbidenjr","44098",44100,"ibdtipp",774,"lv",1.443998,0,49.7,50.01836,50.61081,NA,70001,130391
2020,"PA",44138,"josephrbidenjr","44124",44130,"ipsos",655,"lv",0.641071,0.4034152,50.5,50.94361,50.88847,NA,71976,134925
2020,"PA",44138,"josephrbidenjr","44117",44123,"ipsos",653,"lv",0.6370794,0.2105985,49,49.4436,49.38496,NA,71379,133664
2020,"PA",44138,"josephrbidenjr","44110",44115,"ipsos",622,"lv",0.6545612,0.1295789,51,51.4435,51.46373,NA,70741,132339
2020,"PA",44138,"josephrbidenjr","44103",44109,"ipsos",605,"lv",0.7592051,0.0240902,50,50.44366,50.68629,NA,70585,131968
2020,"PA",44138,"josephrbidenjr","44085",44090,"ipsos",611,"lv",0.8740835,0,49,49.4436,50.39291,NA,69626,129812
2020,"NC",44138,"josephrbidenjr","44125",44131,"isos",647,"lv",0.6158097,0.4079825,49,49.51072,49.46658,NA,72059,135092
2020,"NC",44138,"josephrbidenjr","44118",44124,"ipsos",660,"lv",0.6215126,0.1974436,49,49.51072,49.45313,NA,71463,133846
2020,"NC",44138,"josephrbidenjr","44111",44117,"ipsos",660,"lv",0.6602848,0.1163536,48,48.5104,48.49193,NA,70786,132431
2020,"NC",44138,"josephrbidenjr","44103",44110,"ipsos",601,"lv",0.7594614,0,47,47.50981,47.72636,NA,70616,132032
2020,"NC",44138,"josephrbidenjr","44085",44090,"ipsos",586,"lv",0.851409,0,47,47.50981,48.51365,NA,69662,129867
2020,"NC",44138,"josephrbidenjr","44072",44087,"kaiserfamilyfoundation",1172,"rv",1.67781,0,45,46.46817,47.55017,NA,69502,129468
2020,"PA",44138,"josephrbidenjr","44074",44081,"maristcollege",771,"lv",1.560091,0,53,52.2066,53.27057,NA,68532,128302
2020,"NC",44138,"josephrbidenjr","44129",44132,"maristcollege",800,"lv",1.611677,1.401502,52,50.69932,50.71867,NA,72331,135702
2020,"NC",44138,"josephrbidenjr","44026",44034,"maristcollege",882,"rv",1.553549,0,51,50.58697,51.8398,NA,67669,126680
2020,"NC",44138,"josephrbidenjr","44128",44131,"meetingstreetresearch",600,"lv",0.7014403,0.5870991,48,49.04302,48.99615,NA,72397,135837
2020,"NC",44138,"josephrbidenjr","44120",44123,"meredithcollege",732,"lv",0.8143851,0.3099262,48.1,48.35454,48.31055,NA,71746,134425
2020,"NC",44138,"josephrbidenjr","44092",44096,"meredithcollege",705,"rv",0.7444701,0,45.7,46.83889,47.67994,NA,70010,130412
2020,"PA",44138,"josephrbidenjr","44104",44108,"monmouthuniversity",500,"lv",1.129217,0.0941015,53.5,53.07961,53.23301,NA,70599,131998
2020,"PA",44138,"josephrbidenjr","44071",44074,"monmouthuniversity",400,"lv",0.9060031,0,48.5,48.07876,49.19991,NA,68319,127965
2020,"PA",44138,"josephrbidenjr","44021",44025,"monmouthuniversity",401,"lv",0.9082416,0,51.5,51.07862,52.36125,NA,67101,125391
2020,"NC",44138,"josephrbidenjr","44112",44115,"monmouthuniversity",500,"lv",1.129217,0.2398337,49.5,49.33411,49.29909,NA,70780,132414
2020,"NC",44138,"josephrbidenjr","44072",44075,"monmouthuniversity",401,"lv",0.9082416,0,48,47.83427,48.98732,NA,68464,128156
2020,"NC",44138,"josephrbidenjr","44072",44081,"morningcon",1,"lv",0.9601743,0,48,47.84831,48.95636,"T",68548,128325
2020,"PA",44138,NA,"44115",44124,"morningconsult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,"PA",44138,"josephrbidenjr","44106",44115,"morningconsult",2610,"lv",0.9761202,0.1626984,52,51.83825,51.85999,"T",70760,132369
2020,"PA",44138,"josephrbidenjr","44072",44081,"morningconsult",2227,"lv",1.041242,0,50,49.8381,50.89816,"T",68550,128327
2020,"PA",44138,"josephrbidenjr","44064",44073,"morningconsult",2158,"lv",0.9042551,0,49,48.83814,49.97576,"T",68296,127917
2020,"PA",44138,"josephrbidenjr","44050",44059,"morningconsult",1777,"lv",1.156262,0,50,49.8381,50.78598,"T",68285,127906
2020,"PA",44138,"josephrbidenjr","43968",43977,"morningconsult",2120,"lv",1.211936,0,48,47.83828,49.98344,"T",67801,126887
2020,"PA",44138,"josephrbidenjr","44029",44038,"morningconsult",2092,"lv",1.207903,0,50,49.8381,51.04383,"T",67693,126757
2020,"NC",44138,"josephrbidenjr","44115",44124,"morningconsult",1904,"lv",0.8454283,0.2437091,50,49.84815,49.77348,"T",71643,134215
2020,"NC",44138,"josephrbidenjr","44106",44115,"morningconsult",1993,"lv",0.9278,0.0959775,50,49.84815,49.86258,"T",70758,132367
2020,"NC",44138,"josephrbidenjr","44064",44073,"morningconsult",1567,"lv",0.7512193,0,49,48.84819,49.98857,"T",68295,127916
2020,"NC",44138,"josephrbidenjr","44050",44059,"morningconsult",1493,"lv",0.9235623,0,49,48.84819,49.84546,"T",68284,127905
2020,"NC",44138,"josephrbidenjr","44057",44066,"morningconsult",1541,"lv",0.8652651,0,49,48.84819,49.91556,NA,68178,127696
2020,"NC",11111,"josephrbidenjr","43968",43977,"morningconsult",1403,"lv",1.074904,0,46,45.84879,47.94419,"T",67799,126885
2020,"NC",44138,"josephrbidenjr","44029",44038,"morningconsult",1504,"lv",1.099591,0,47,46.84851,48.03346,"T",67691,126755
2020,"PA",44138,"josephrbidenjr","NA",44132,"muhlenbergcollege",419,"lv",0.8897241,0.7177963,49,48.76827,48.80106,NA,72401,135851
2020,"PA",44138,"josephrbidenjr","44117",44124,"muhlenbergcollege",416,"lv",0.8795891,0.344908,51,50.76825,50.75404,NA,71736,134408
2020,"PA",44138,"josephrbidenjr","44054",44060,"muhlenbergcollege",416,"lv",0.8952302,0,49,48.76827,49.77896,NA,68138,127631
2020,"PA",44138,"josephrbidenjr","44045",44047,"onmessageinc",400,"lv",0.5514615,0,50,51.21359,52.31232,NA,68115,127579
2020,"PA",44138,"josephrbidenjr","44129",44129,"opinionsavvyinsideradvantage",400,"lv",0.5188181,0.4033109,45.5,46.92356,46.90091,NA,71969,134912
2020,"PA",44138,"josephrbidenjr","44116",44117,"opinionsavvyinsideradvantage",400,"lv",0.6001908,0.1826773,45.8,47.22436,47.17924,NA,71099,133095
2020,"PA",44138,"josephrbidenjr","44132",44133,"publicpolicypolling",1012,"v",NA,NA,NA,NA,NA,NA,NA,NA
2020,"PA",44138,"josephrbidenjr","44125",44126,"publicpolicypolling",890,"v",0.7324647,0.3803294,51,49.69312,49.60751,NA,71678,134285
2020,"NC",44138,"josephrbidenjr","44130",44131,"publicpolicy",937,"v",0.9492856,0.8254917,51,49.85094,49.84616,NA,72057,135090
2020,"NC",44138,"josephrbidenjr","44108",44109,"publicpolicypolling",911,"v",1.22716,0.0651589,50,49.32602,49.42479,NA,70576,131666
2020,"NC",44138,"josephrbidenjr","44042",44043,"publicpolicypolling",934,"v",0.7350445,0,49,47.85161,48.99701,NA,67985,127305
2020,"NC",0,"josephrbidenjr","44035",44036,"publicpolicypolling",884,"v",0.6633006,0,49,47.85161,49.04854,NA,67789,126872
2020,"NC",44138,"josephrbidenjr","44019",44020,"publicpolicypolling",818,"v",0.9859976,0,50,49.32602,50.51114,NA,67044,125267
2020,"PA",44138,"biden","44127",44131,"quinnipiacuniversity",1324,"lv",1.659661,1.286813,51,49.90831,49.87751,NA,72222,135487
2020,"PA",44138,"josephrbidenjr","44120",44123,"quinnipiacuniversity",1241,"lv",1.510332,0.6092092,51,49.90831,49.83975,NA,71555,134042
2020,"PA",44138,"josephrbidenjr","44105",44109,"quinnipiacuniversity",1211,"lv",1.664769,0.1642187,54,52.91157,53.04825,NA,70649,132109
2020,"PA",44138,"josephrbidenjr","44071",44075,"quinnipiacuniversity",1107,"lv",1.636533,0,52,50.90884,52.0364,NA,68466,128167
2020,"PA",44138,"josephrbidenjr","44122",44123,"rasmussenreportspulseopinionresearch",800,"lv",0.7878715,0.3413029,50,50.41825,50.3406,NA,71457,133838
2020,"PA",44138,"josephrbidenjr","44068",44070,"rasmussenreportspulseopinionresearch",1000,"lv",1.034299,0,47.82,48.23784,49.39486,NA,68461,128152
2020,"PA",44138,"josephrbidenjr","44027",44028,"rasmussenreportspulseopinionresearch",750,"lv",0.8990448,0,51,51.4181,52.69289,NA,67600,126475
2020,"NC",44138,"josephrbidenjr","44124",44125,"rasmussenreportspulseopinionresearch",800,"lv",0.772267,0.3594338,48,48.5744,48.50755,NA,71662,134249
2020,"NC",44138,"josephrbidenjr","44081",44082,"rasmussenreportspulseopinionresearch",1000,"lv",1.034299,0,47.94,48.51437,49.59297,NA,69408,129258
2020,"NC",44138,"josephrbidenjr","44049",44050,"rasmussenreportspulseopinionresearch",750,"lv",0.8990448,0,47.26,47.83395,48.9149,NA,67984,127302
2020,"PA",44138,"josephrbidenjr","44108",44110,"redfieldwiltonstrategies",927,"lv",0.4569446,0.0530524,49,49.72314,49.80518,NA,70709,132263
2020,"PA",44138,"josephrbidenjr","44097",44099,"redfieldwiltonstrategies",1015,"lv",0.6559113,0,50,50.72319,51.33795,NA,70126,130653
2020,"PA",44138,"josephrbidenjr","44086",44088,"redfieldwiltonstrategies",1036,"lv",0.6157321,0,49,49.72314,50.66599,NA,69546,129564
